docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;selection
doc#9;XIII cent.-1375;1_ESP_JACOPO DELLA LANA_COMMENTO ALLA COMMEDIA;ESPOSITIVI;Jacopo della Lana;Commento alla Commedia di Dante Alighieri;1324-1328;emiliano;mostrando l ' affezione del detto maestro . E dice che quella bolgia volge XI miglia , e di larghezza;mezzo miglio;", sì che è lo diametro miglia tre e mezzo ; resta che il circolo che v ' è dentro";non_ev
doc#99;1376-1532;2_ESP_FRESCOBALDI_VIAGGIO IN TERRASANTA;ESPOSITIVI;Leonardo Frescobaldi;Viaggio in Terrasanta;1385;toscano;e sono tanto larghi da piede per faccia quanto è la loro altezza , e gira l ' uno un;mezzo miglio;, e sono molto sotterra . [73] Come io vi dico , il Cairo è grandissima città ed èvvi molte;non_ev
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;e duri come spago . Dopo pranzo m ' avviai verso Napoli co ' miei attrezzi in collo . Dopo;mezzo miglio;, tra la fatica e quel cibo indigesto , mi pareva che il cuore mi sfondasse le costole , e;non_ev
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;valorosamente il retroguardo , passato il fiume Arpano si condussono senza danno a Villanuova , alloggiando i viniziani propinqui a;mezzo miglio;"; e il seguente dì non gli seguitando sollecitamente i viniziani , perché allegavano i fanti non potere pareggiare la";non_ev
doc#216;1376-1532;2_TEATRO_ARIOSTO_LA LENA;TEATRO;Ludovico Ariosto;La lena;1528;toscano;Dio ! mai più servizio Non fo alla Lena . M ' ha di là dagli Angeli Mandata più di;mezzo miglio;", e aridatane Son quasi sempre correndo , per essere Tornata tosto ; et or sì stanca e debole Mi";non_ev
doc#489;1841-1947;5_PERS_ABBA_CRONACHE A MEMORIA;PERSONALI;Giuseppe Cesare Abba;Cronache a memoria;1910;;raggrupparono e andarono oltre in silenzio . Solo il sindaco era un po ' baldanzoso . Vicino al borgo un;mezzo miglio;, in un gran prato che verzicando già rallegrava l ' occhio ai cavalli più ancora che lo spirito agli;non_ev
doc#413;1692-1840;4_PROSA_FOSCOLO_ULTIME LETTERE DI JACOPO ORTIS;PROSA;Ugo Foscolo;Ultime lettere di Jacopo Ortis;1802;;mai ? — La mattina dopo , assai se ne parlò : si trovò il morto in quel viale ,;mezzo miglio;"più lontano , sotto un mucchio di sassi fra due castagni schiantati che attraversavano il cammino ; la pioggia che";non_ev
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;", alloggiorno alquanto più lontani dalla terra ; donde mandati i fanti alla chiesa di Sant ' Antonio , a";mezzo miglio;appresso a Padova , cominciorno , per accostarsi con minore pericolo , a lavorare le trincee appresso alla porta di;non_ev
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;e molto pericolosa . Alloggiorono , sopravenendo la notte , da poi che alquanto fu scaramucciato , vicini a un;mezzo miglio;"allo alloggiamento de viniziani ; ove , consultato la notte i capitani quel che , intra tante difficoltà e pericoli";non_ev
doc#106;1376-1532;2_ESP_SIGOLI_VIAGGIO AL MONTE SINAI;ESPOSITIVI;Simone Sigoli;Viaggio al monte Sinai;1390;toscano;"a vicitare la chiesa di Santa Barbara ; e da questa chiesa insino a quella di San Tommaso si fa";mezzo miglio;. Nella detta chiesa di Santa Barbara è il corpo suo divotissimo e santo , e fa molti miracoli .;non_ev
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;"vettovaglie , toglievano l ' animo a quelli che in Siena arebbono desiderato mutazione ; e nondimeno si appresentò a";mezzo miglio;alle mura , dove poiché non si faceva sollevazione si levò in capo di uno dì : nel quale dì;non_ev
doc#576;1841-1947;5_TEATRO_GIACOMETTI_LA MORTE CIVILE;TEATRO;Paolo Giacometti;La morte civile;1861;;altro mezzo , avrei fracassato il mio cervello contro i macigni della prigione ? Ma sappiate che io possedevo un;mezzo migliore;", allora , e men doloroso ; sappiate che lo possiedo anche oggi . . . dunque abbiamo un po";-
doc#480;1841-1947;5_ESP_MANZONI_DEL ROMANZO STORICO;ESPOSITIVI;Alessandro Manzoni;Del romanzo storico e, in genere, de' componimenti misti di storia e di invenzione;1850;;san Dionigi erano in gran credito ne ' secoli XIII e XIV , e che gli storici non trovavano un;mezzo migliore;per acquistar fede presso i lettori , che di farsi belli dell ' autorità di quelle [8] Mémoires de l;-
doc#559;1841-1947;5_PROSA_VERGA_MALAVOGLIA;PROSA;Giovanni Verga;I malavoglia;1881;;"per far dannare l ' anima a don Giammaria ; e continuava senza dargli retta , ché aveva sperimentato il";mezzo migliore;"per fargli perdere la tramontana : "" In mezz ' ora si guadagnano la loro giornata , e poi sono";-
doc#577;1841-1947;5_TEATRO_GIACOSA_TRISTI AMORI;TEATRO;Giuseppe Giacosa;Tristi amori;1887;;mezzo di mostrarne anche più chiaramente l ' assurdità . FABRIZIO . Sposando la figlia di Rubbo ? Ho un;mezzo migliore;. Andarmene ! ETTORE . Ricusi ancora ? FABRIZIO . Certo ! ETTORE . È la tua ultima parola ?;-
doc#365;1692-1840;4_PERS_LEOPARDI_EPISTOLARIO;PERSONALI;Giacomo Leopardi;Epistolario;1810-1837;;Peppe della prontezza in favorirmi del Noël . Quanto alla spedizione , persisto in credere che la Diligenza fosse il;mezzo migliore;"; ma bisognava consegnarli non sotto fascia , ma in pacco ; consegnarli come libri , e specificare che si";-
doc#501;1841-1947;5_PERS_TANINI_LA VITA DI GIULIO PANE;PERSONALI;Giulio Tanini;La vita di Giulio Pane;1922;;"o piccola o mediocre o buona o cattiva , rappresentai una meschinissima parte ; e credo che questo sia il";mezzo migliore;perchè la gente se ti compatisce , lo faccia almeno con buon cuore . Ecco fatto . Finalmente , si;-
doc#365;1692-1840;4_PERS_LEOPARDI_EPISTOLARIO;PERSONALI;Giacomo Leopardi;Epistolario;1810-1837;;copie Petrarca per Pepoli e Lapi . Il resto te lo spedisco , ma per la Diligenza , non avendo;mezzo migliore;, dacchè lo brami con sollecitudine . Avrai avuto dalla posta un pacchettino di fogli da correggersi provenutimi da Stella;-
doc#202;1376-1532;2_SCIENT_CENNINI_TRATTATO DELL'ARTE;SCIENTIFICI;Cennino Cennini;Trattato dell'arte;XIV;toscano;carta o di legname o d ' osso . Quando la metti al fuoco , mettivi per ogni spicchio ,;mezzo migliuolo;d ' acqua chiara . CAPITOLO CIX . Come si fa la colla di caravella , e come si distempera;non_ev
doc#505;1841-1947;5_POES_BELLI_SONETTI;POESIA;Giuseppe Gioacchino Belli;Sonetti;1864-65;;D ' UN ZIGGNORE Nu lo sai si cch ' edè sta puzzolana , C ' ha ccuperto de fanga;mezzo mijjo;? È pperché ll ' antro jjeri sta puttana De principessa ha ppartorito un fijjo ! Si ttu ppoi bbutti;non_ev
doc#505;1841-1947;5_POES_BELLI_SONETTI;POESIA;Giuseppe Gioacchino Belli;Sonetti;1864-65;;frebbe che mme prese in zala La mi ' padrona m ' intimò l ' esijjo , Parlannome lontan da;mezzo mijjo;Cor naso tutto pien de madrigala . Me portai quattro mesi de terzane , Commattenno la morte co la vita;non_ev
doc#505;1841-1947;5_POES_BELLI_SONETTI;POESIA;Giuseppe Gioacchino Belli;Sonetti;1864-65;;a Ssan Pietro , io te conzijjo De dìjje a la scappona un paternostro A la lontana ar men de;mezzo mijjo;. E nun guardàllo mai quer brutto mostro , C ' avessi , Iddio ne guardi da fà un fijjo;non_ev
doc#584;1841-1947;5_TEATRO_PIRANDELLO_IL PIACERE DELL'ONESTÀ;TEATRO;Luigi Pirandello;Il piacere dell'onestà;1918;;, debitamente intestati , e leggerà nell ' ultimo la cifra totale : cinquecentosessantatremilasettecentoventotto e sessanta centesimi ! Più di;mezzo milioncino;, signor marchese . — Lei fa di me una stima troppo mediocre ! Fabio : Siano quelle che siano;non_ev
doc#550;1841-1947;5_PROSA_DE ROBERTO_VICERÈ;PROSA;Federico De Roberto;I Vicerè;1894;;non vai a trovarla ? ' Egli ascoltò il consiglio . Anche da quella parte poteva venirgli qualcosa , un;mezzo milioncino;. Se fosse stato più accorto , avrebbe preso con le buone la vecchia , senza rinunziare , beninteso ,;non_ev
doc#567;1841-1947;5_SCIENT_REGNANI_ELEMENTI DI FISICA UNIVERSALE-2;SCIENTIFICI;Francesco Regnani;Elementi di fisica universale (parte seconda);1863;;la quale si è veduta talora , specialmente nelle regioni equatoriali , cadere sopra un ' estensione uguale a circa;mezzo milione;di metri quadrati , e la quale è stato comprovato essersi elevata nel pluviometro di ben 27 millimetri in un;non_ev
doc#551;1841-1947;5_PROSA_FALDELLA_LE FIGURINE;PROSA;Giovanni Faldella;Le figurine;1875;;spero emerito , di letteratura , di avvocatura e di pollicoltura . Lord Spleen ha le paturnie : con un;mezzo milione;di rendita , egli ha assaggiato tutto quello che l ' arte cucinaria della nuova civiltà può ammannire di piú;non_ev
doc#429;1692-1840;4_SCIENT_GALIANI_DELLA MONETA;SCIENTIFICI;Ferdinando Galiani;Della moneta;1751;;de ' Presìdi di Toscana , l ' uscire delle sue navi in corso , ed altre molte , sorpassi;mezzo milione;di ducati l ' anno . Sicché una tanta quantità di denaro ha da uscire per volontà del principe ogni;non_ev
doc#479;1841-1947;5_ESP_LOMBROSO_L'UOMO DELINQUENTE;ESPOSITIVI;Cesare Lombroso;L'uomo delinquente;1876;;quindi si spese molto per provvedervi , e vi sono carceri cellulari in cui la sola chiesa costò fino un;mezzo milione;onde ottenervi , conservando la forma cellulare , la perfetta segregazione dei detenuti che devono assistervi . Il male si;non_ev
doc#429;1692-1840;4_SCIENT_GALIANI_DELLA MONETA;SCIENTIFICI;Ferdinando Galiani;Della moneta;1751;;un milione nelle loro mani , non potendo due pagar colla stessa moneta . Ma se pagheranno in due semestri;mezzo milione;"per volta , molto del denaro pagato può tornare nelle loro mani a far nuova comparsa ; e così con";non_ev
doc#429;1692-1840;4_SCIENT_GALIANI_DELLA MONETA;SCIENTIFICI;Ferdinando Galiani;Della moneta;1751;;annua di diecimila ducati , per esempio , e il doverne fare in un solo anno una d ' un;mezzo milione;. Ma quanto alla seconda parte parmi già di sentir molti che , ripieni ed ubbriachi d ' una certa;non_ev
doc#472;1841-1947;5_ESP_BALBO_DELLE SPERANZE D'ITALIA;ESPOSITIVI;Cesare Balbo;Delle speranze d'Italia;1845;;né vuole metterne contra essa la metà altrettanti . E sappiamo che quando fosse all ' opposto , quando stessero;mezzo milione;od anche meno di combattenti per l ' indipendenza , due o tre milioni di combattenti all ' incontro ,;non_ev
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;la sua cima , sulla quale posa la chiesa . L ' aspetto dell ' insieme è mezzo religioso ,;mezzo militare;, per merli e bertesche , quale l ' avevano i monasteri in quell ' età . Di questo luogo;ev
doc#295;1533-1691;3_PROSA_ARETINO_LETTERE SULL'ARTE;PROSA;Pietro Aretino;Lettere sull'arte;1542;;salgo le sue scale , sento il venerabile giovane che dice a un certo squassapennacchi in abito d ' un;mezzo milite;": "" I nostri son passati e hanno mal menati gli spagnuoli "" . Onde io me gli rivoltai con";ev
doc#240;1533-1691;3_ESP_ARETINO_LETTERE SULL'ARTE;ESPOSITIVI;Pietro Aretino;Lettere sull'arte;1542;;salgo le sue scale , sento il venerabile giovane che dice a un certo squassapennacchi in abito d ' un;mezzo milite;": "" I nostri son passati e hanno mal menati gli spagnuoli "" . Onde io me gli rivoltai con";ev
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;mia gentilissima , il Sig . Cav . Rosati , da cui ebbi la tua lettera ti dice pel mio;mezzo mille;cose amichevoli . Sei pur cara ed amabile , la mia buona Amalia , con quella tua grazietta di stile;non_ev
doc#561;1841-1947;5_SCIENT_ARDIGÒ_LA PSICOLOGIA COME SCIENZA POSITIVA;SCIENTIFICI;Roberto Ardigò;La psicologia come scienza positiva;1870;;immaginazione , dette molecole . Una sola onda luminosa , che , in media , ha la lunghezza di circa;mezzo millesimo;di millimetro , ne può abbracciare molti milioni . Cosa che non deve parere incredibile , perché possono essere nella;non_ev
doc#293;1533-1691;3_POES_TASSONI_LA SECCHIA RAPITA;POESIA;Alessandro Tassoni;La secchia rapita;1622;;intervallo assoldando venìa gente a cavallo . 13 E ' l papa già co ' Genovesi avea d ' un;mezzo million;fatto partito , talchè sicuramente egli potea ragunar soldatesca a suo appetito . Ma il trascorrer qua e là ch;non_ev
doc#435;1692-1840;4_SCIENT_VASCO_DELLA MONETA;SCIENTIFICI;Giambatista Vasco;Della moneta;1788;;con cinque millioni tutte le spese che si facevano prima . Resta adunque di profitto per l ' Erario un;mezzo millione;di Zecchini . Questo profitto si potrà far ascendere anche a un millione intiero , diminuendo tutti i salarj nella;non_ev
doc#435;1692-1840;4_SCIENT_VASCO_DELLA MONETA;SCIENTIFICI;Giambatista Vasco;Della moneta;1788;;Zecchini , e l ' entrata 10 . soli millioni , onde avrà discapitato l ' Erario d ' un;mezzo millione;di Zecchini . Se però tutte le spese fossero regolate in forma di salario , ovvero la somma di tutti;non_ev
doc#567;1841-1947;5_SCIENT_REGNANI_ELEMENTI DI FISICA UNIVERSALE-2;SCIENTIFICI;Francesco Regnani;Elementi di fisica universale (parte seconda);1863;;pressione dell ' aria , quando sarà salito nel tubo d ' aspirazione ad un ' altezza 13 volte e;mezzo minore;"di 32 piedi ; minore cioè di 384 pollici : dovrà insomma salire l ' idrargiro a soli 28 pollici";-
doc#312;1533-1691;3_SCIENT_MAGALOTTI_SAGGI;SCIENTIFICI;Lorenzo Magalotti;Saggi;XVII;;nella medesima madrevite secondo ' l bisogno . Di questi il più corto compie la sua intera vibrazione in un;mezzo minuto;"secondo d ' ora , ch ' è la più minuta divisione che ci sia riuscito di fare ; essendoché";non_ev
doc#550;1841-1947;5_PROSA_DE ROBERTO_VICERÈ;PROSA;Federico De Roberto;I Vicerè;1894;;sue intenzioni . . . per darglielo a firmare . . . La firma ce l ' avrebbe messa in;mezzo minuto;. . . Potevo anche . . . ' Ma in quel punto chiamarono di là . Il dottore ,;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;ranocchi bisogna gettarli nell ' acqua calda appena scorticati e dopo passarli in quella fresca : ma badate , appena;mezzo minuto;, se no li cuocete . Se sono grossi , dodici ranocchi ritengo che basteranno per grammi 300 di riso;non_ev
doc#501;1841-1947;5_PERS_TANINI_LA VITA DI GIULIO PANE;PERSONALI;Giulio Tanini;La vita di Giulio Pane;1922;;stando io in ufficio - il B . G . ( il buon giorno telegrafico ) non avrebbe sgarrato di;mezzo minuto;. Io poi ero contentissimo di poter spender in libri que ' po ' di soldi risparmiati nella camera ed;non_ev
doc#550;1841-1947;5_PROSA_DE ROBERTO_VICERÈ;PROSA;Federico De Roberto;I Vicerè;1894;;, l ' ' illustre scuola scozzese ' , e nominando un grande uomo tedesco , inglese o francese ogni;mezzo minuto;". Il peso di quel discorso schiacciava l ' uditorio ; ma egli s ' era già guadagnato il cuore";non_ev
doc#501;1841-1947;5_PERS_TANINI_LA VITA DI GIULIO PANE;PERSONALI;Giulio Tanini;La vita di Giulio Pane;1922;;"donne ; si rifà buio e tutto rientra nel silenzio tenebroso di quella notte dell ' avventura . - Dopo";mezzo minuto;, chiotto chiotto , adagio adagio , trattenendo il respiro , me la svigno anch ' io saltelloni . Cerca;non_ev
doc#313;1533-1691;3_SCIENT_REDI_ESPERIENZE INTORNO ALLA GENERAZIONE DEGLI INSETTI;SCIENTIFICI;Francesco Redi;Esperienze intorno alla generazione degli insetti;1668;;"parevano tutte morte ; le cavai dell ' acqua e le posi al sole , ed appena fu passato un";mezzo minuto;"che due cominciarono a muoversi ed indi a un momento se ne volarono via ; dell ' altre sei ,";non_ev
doc#544;1841-1947;5_PROSA_COLLODI_PINOCCHIO;PROSA;Carlo Collodi;Le avventure di Pinocchio;1881;;dietro ? – Te lo prometto ! te lo prometto ! Spicciati per carità , perchè se indugi un altro;mezzo minuto;, son bell ' e morto . Pinocchio esitò un poco : ma poi , ricordandosi che il suo babbo;non_ev
doc#566;1841-1947;5_SCIENT_REGNANI_ELEMENTI DI FISICA UNIVERSALE-1;SCIENTIFICI;Francesco Regnani;Elementi di fisica universale (parte prima);1863;;1 - . L ' indice di un oriuolo , se abbia la punta alquanto distante dalla mostra , segna;mezzo minuto;dopo l ' ora XII per un osservatore , che lo guardi stando a sinistra , e mezzo minuto prima;non_ev
doc#501;1841-1947;5_PERS_TANINI_LA VITA DI GIULIO PANE;PERSONALI;Giulio Tanini;La vita di Giulio Pane;1922;;' . Sentii la seggiola traballarmi sotto , m ' afferro all ' orlo della tavola , sto lì un;mezzo minuto;, quando a un tratto di giù dalla saletta ove stavano a giocar le vecchie , Fanny , Nando ,;non_ev
doc#549;1841-1947;5_PROSA_DE AMICIS_CUORE;PROSA;Edmondo De Amicis;Cuore;1886;;a salire in cima a quell ' albero ? — In cima a quell ' albero ? io ? In;mezzo minuto;ci salgo . — E sapresti dirmi quello che vedi di lassù , se c ' è soldati austriaci da;non_ev
doc#312;1533-1691;3_SCIENT_MAGALOTTI_SAGGI;SCIENTIFICI;Lorenzo Magalotti;Saggi;XVII;;del suono si contarono al dondolo dell ' oriuolo intorno a dieci intere vibrazioni , ciascuna delle quali erano un;mezzo minuto;secondo . Replicati i medesimi tiri a mezzo il miglio , cioè alla metà della distanza , anche l ';non_ev
doc#414;1692-1840;4_PROSA_FOSCOLO_VIAGGIO SENTIMENTALE;PROSA;Ugo Foscolo;Viaggio sentimentale;1813;;"in un vero cuor femminile il trionfo di queste sconfitte è brevissimo ; ed ella assai prima d ' un";mezzo minuto;aveva , come per finire il discorso , posata già la sua mano sulla balzana del mio abito : così;non_ev
doc#312;1533-1691;3_SCIENT_MAGALOTTI_SAGGI;SCIENTIFICI;Lorenzo Magalotti;Saggi;XVII;;ricercar l ' aria e barcollando dibatter l ' ali e la coda . Resagli l ' aria dopo un;mezzo minuto;d ' ora , quando parea vicino a morire parve così ad un tratto riaversi , ma fra pochi momenti;non_ev
doc#544;1841-1947;5_PROSA_COLLODI_PINOCCHIO;PROSA;Carlo Collodi;Le avventure di Pinocchio;1881;;suonare i campanelli delle case , per molestare la gente per bene , che se la dorme tranquillamente . Dopo;mezzo minuto;la finestra si riaprì , e la voce del solito vecchino gridò a Pinocchio : – Fatti sotto e para;non_ev
doc#566;1841-1947;5_SCIENT_REGNANI_ELEMENTI DI FISICA UNIVERSALE-1;SCIENTIFICI;Francesco Regnani;Elementi di fisica universale (parte prima);1863;;segna mezzo minuto dopo l ' ora XII per un osservatore , che lo guardi stando a sinistra , e;mezzo minuto;prima per un altro che lo osservi da destra . Non altrimenti i pianeti , i quali , sebbene sieno;non_ev
