docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;pos
doc#410;1692-1840;4_PROSA_CUOCO_PLATONE IN ITALIA;PROSA;Vincenzo Cuoco;Platone in Italia;1806;;"di lana , staranno immobili negli estremi punti dell ' orizzonte ; e sotto un albero vedrai sdraiato un uomo";seminudo;, colla pelle adusta e nera , che terge il sudore delle sue membra e tramanda per le fauci aperte;ev
doc#504;1841-1947;5_POES_ALEARDI_POESIE;POESIA;Aleardo Aleardi;Poesie;1860;;"sciolte Briglie , gli arcion , le offese Armi , l ' assisa , e la speranza appese ; E";seminudo;su le ignude groppe , Col cibo d ' una ghianda , Con la sua frusta glorïosa in pugnolxxxvi Tornò;ev
doc#519;1841-1947;5_POES_D'ANNUNZIO_VERSI D'AMORE;POESIA;Gabriele D'annunzio;Versi d'amore;XX;;gran silenzio ardente accarezzava la vecchia chitarra scordata cantando a voce bassa una canzon di mare . IV . Sta;seminudo;"sopra lo scoglio un pescatore : contempla il sughero fluttuante su l ' acqua verdastra ; gialla è la canna";ev
doc#519;1841-1947;5_POES_D'ANNUNZIO_VERSI D'AMORE;POESIA;Gabriele D'annunzio;Versi d'amore;XX;;"in amore ch ' io respirava . O Yella - susurrai . Mi sentivo languire ; ed il suo braccio";seminudo;, il suo vivo braccio di marmo , avvinto a ' l mio , m ' insinuava come un vellicamento;ev
doc#519;1841-1947;5_POES_D'ANNUNZIO_VERSI D'AMORE;POESIA;Gabriele D'annunzio;Versi d'amore;XX;;parve d ' un tratto mi recasse il vento un sentore di carne : il corpo eretto di Nara ,;seminudo;, a mezzo il petto , sorgea fuori de l ' erba . Ella con mite fruscÌo tendea , strisciando;ev
doc#547;1841-1947;5_PROSA_D'ANNUNZIO_NOVELLE DELLA PESCARA;PROSA;Gabriele D'annunzio;Le novelle della Pescara;1902;;lentezza , ascoltando le spiegazioni . Ed ella vide Adamo ed Eva tra le lepri ed i cervi , Noè;seminudo;"inginocchiato innanzi a un altare , i tre angeli di Abramo , Mosè salvato dalle acque ; vide con gioia";ev
doc#560;1841-1947;5_PROSA_VERGA_NOVELLE RUSTICANE;PROSA;Giovanni Verga;Novelle rusticane;1883;;spighe come un mare , e gli oliveti che velavano la montagna come una nebbia , e se un ragazzo;seminudo;gli passava dinanzi , curvo sotto il peso come un asino stanco , gli lanciava il suo bastone fra le;ev
doc#540;1841-1947;5_POES_PRATI_PSICHE;POESIA;Giovanni Prati;Psiche;1876;;", una celia , un sospir , lampi dell ' arte , palpiti della mente e dell ' affetto ;";seminuli;febei , germi in lavoro , che dentro il campicel delle tue carte mi fioriscon sovente in mèsse d ';-
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;che il punto lucido eseguisce un ' intera vibrazione , forma un ' onda la quale risulta da due eguali;semiondolazioni;, l ' una dalle particelle che vanno in avanti , e l ' altra da quelle che ritornano indietro;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;due onde lucide d ' eguale intensità e lunghezza , l ' una precede l ' altra d ' una;semiondulazione;", vi avrà interferenza tra le porzioni posteriore dell ' onda antecedente e anteriore della conseguente ; o sia incontrandosi";non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;' eguale intensità e lunghezza e spinte nella medesima direzione , ma che differiscono nel loro cammino d ' una;semiondulazione;, avverrebbe che la prima semiondulazione d ' un sistema e l ' ultima dell ' altro non avrebbero interferenza;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;spinte nella medesima direzione , ma che differiscono nel loro cammino d ' una semiondulazione , avverrebbe che la prima;semiondulazione;d ' un sistema e l ' ultima dell ' altro non avrebbero interferenza , e che questa avrebbe luogo;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;. E però spento il moto in ambidue i sistemi soprapposti non resterà che in quelle due prima ed ultima;semiondulazione;, e questo moto come debolissimo non potrà destare la sensazione della luce , e perciò si avrà un ';non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;' oscurità perfetta . Non così avviene se l ' un sistema ritarda sopra l ' altro non già una;semiondulazione;, ma d ' una intera ondulazione . Scapperanno allora all ' interferenza la prima e l ' ultima onda;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;archi EF e FI e d ' una lunghezza tale , che EP–FP , e FP–IP sieno eguali ad una;semiondulazione;. Allora essendo questi raggi obliqui sensibilmente , ed avendo una differenza eguale ad una semiondulazione , che è piccolissima;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;sieno eguali ad una semiondulazione . Allora essendo questi raggi obliqui sensibilmente , ed avendo una differenza eguale ad una;semiondulazione;, che è piccolissima rispetto alla loro lunghezza , ne viene che quei due archi sono quasi eguali , e;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;in P sensibilmente paralelli . Per lo che i raggi corrispondenti di siffatti due archi avendo una differenza di una;semiondulazione;, giusta il principio delle interferenze , mutamente si distruggono . Non restano adunque che i soli raggi , i;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;eguali spazj e separati gli uni dagli altri per un intervallo che si suppone eguale alla lunghezza d ' una;semiondulazione;. Le linee piene segnano gli archi del cerchio in cui le particelle eteree sono fornite della massima celerità in;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;' , o sia la lunghezza dei loro cammini sarebbe ineguale , e questa ineguaglianza potendosi sempre ridurre a una;semiondulazione;, i movimenti vibratorj di questi raggi sarebbero del tutto discordi . Anzi procedendo per direzioni paralelle , ed essendo;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;pigliare G a tal distanza da D , che il ritardo o la differenza del cammino sia d ' una;semiondulazione;, ne segue che i loro moti si neutralizzeranno . Per lo che è da stabilirsi che le vibrazioni luminose;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;differenza del cammino tra i due sistemi delle onde riflesse dalla prima e dalla seconda superficie sarà eguale ad una;semiondulazione;, che giusta il principio delle interferenze dà una perfetta discordanza , e nel nostro caso al contrario un accordo;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;e l ' ultima dell ' altro non avrebbero interferenza , e che questa avrebbe luogo in tutte le intermedie;semiondulazioni;dei due sistemi , dove i movimenti si neutralizzeranno . E però spento il moto in ambidue i sistemi soprapposti;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;della luce . Ritornerà poi l ' oscurità se l ' un sistema ritarderà sopra l ' altro di tre;semiondulazioni;, perchè tolte le prime tre semiondulazioni d ' un sistema e le ultime tre dell ' altro , in;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;oscurità se l ' un sistema ritarderà sopra l ' altro di tre semiondulazioni , perchè tolte le prime tre;semiondulazioni;d ' un sistema e le ultime tre dell ' altro , in quelle tutte che stanno di mezzo si;non_ev
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;retrogradi dell ' uno cospireranno con quelli dell ' altro . Ma se uno avendo fatto un numero pari di;semiondulazioni;, l ' altro ne ha fatto un numero impari , allora i moti derivati dal comune centro nell ';non_ev
doc#428;1692-1840;4_SCIENT_GALIANI_DEI DOVERI;SCIENTIFICI;Ferdinando Galiani;Dei doveri de' principi neutrali verso i principi guerreggianti e di questi verso i neutrali;1782;;"costanti ; mentre que ' della beneficenza sono quantità variabili , che posson crescere , e diminuire a guisa delle";semiordinate;di alcune curve , e giungere al zero , ed anche far recesso in contrario . Né mi si opponga;non_ev
doc#428;1692-1840;4_SCIENT_GALIANI_DEI DOVERI;SCIENTIFICI;Ferdinando Galiani;Dei doveri de' principi neutrali verso i principi guerreggianti e di questi verso i neutrali;1782;;, e biasimevole . Il non fare rimane nel mezzo tra ' due atti , ( come il diametro tralle;semiordinate;delle curve ) e quindi generalmente parlando non è atto né virtuoso , né vizioso , anzi in se stesso;non_ev
doc#504;1841-1947;5_POES_ALEARDI_POESIE;POESIA;Aleardo Aleardi;Poesie;1860;;"Il tuo odore , il mio verso . PER UN GIUOCO DI PALLA NELLA VALLE DI FUMANElxx * "" Ipse";semipaganus;"Ad sacra vatum carmen affero nostrum "" PERSEO , Prol . Alle Satire AL CONTE GIOVANNI GOZZADINI I . Echeggia";-
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;prisma secondo la linea parabolica FNB , se ne levi la terza parte , si fa manifesto : perchè la;semiparabola;FNBA e ' l rettangolo FB son basi di due solidi compresi tra due piani paralleli , cioè tra i;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;"che ritengono tra di loro la medesima proporzione che esse lor basi ; ma il rettangolo FB è sesquialtero della";semiparabola;"FNBA ; adunque , segando il prisma secondo la linea parabolica , se ne leva la terza parte . Di";non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;' orizonte e tra di loro lontani il doppio della larghezza del rettangolo su ' l quale vogliamo notare la;semiparabola;, e da questi due chiodi penda una catenella sottile , e tanto lunga che la sua sacca si stenda;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;grave , che mentre ci descende con moto composto dell ' equabile orizontale e del naturale descendente , sia una;semiparabola;. [ v . figura 72 ] Si intenda la linea orizzontale ossia il piano ab posto in alto ,;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;"ac all ' orizzontale cb ; ora , ac è l ' altezza e cb è l ' ampiezza della";semiparabola;ab descritta dalla composizione di due movimenti , dei quali l ' uno è quello del mobile che scende per;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;l ' avvertimento che ] mi è sembrato necessario premettere . Si avverta , inoltre , che chiamo ´ampiezzaª della;semiparabola;"ab l ' orizzontale cb ; ´altezzaª , cioè ac , l ' asse della medesima parabola ; la linea";non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;nei singoli punti di una data parabola descritta da un proietto . [ v . figura 76 ] Sia la;semiparabola;"bec , della quale l ' ampiezza sia cd e l ' altezza db ; quest ' ultima , prolungata";non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;stessa . COROLLARIO Di qui risulta che la metà della base , ossia la metà dell ' ampiezza di una;semiparabola;( che è poi la quarta parte dell ' ampiezza della intera parabola ) è media proporzionale tra la sua;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;parabola ) è media proporzionale tra la sua altezza e quella sublimità , cadendo dalla quale il mobile descrive la;semiparabola;stessa . PROPOSIZIONE 6 . PROBLEMA Date la sublimità e l ' altezza di una semiparabola , trovare l ';non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;il mobile descrive la semiparabola stessa . PROPOSIZIONE 6 . PROBLEMA Date la sublimità e l ' altezza di una;semiparabola;, trovare l ' ampiezza . [ v . figura 80 ] Sia la perpendicolare ac alla linea orizzontale dc;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;date l ' altezza cb e la sublimità ba : bisogna trovare sull ' orizzontale cd l ' ampiezza della;semiparabola;descritta [ a partire ] dalla sublimità ba e con altezza bc . Si prenda la media proporzionale tra cb;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;che , per converso , in un proietto lanciato dall ' estremo d si richiede minor impeto per [descrivere] la;semiparabola;db che per [descrivere] qualsiasi altra semiparabola con elevazione maggiore o minore dell ' elevazione della semiparabola db , [;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;proietto lanciato dall ' estremo d si richiede minor impeto per [descrivere] la semiparabola db che per [descrivere] qualsiasi altra;semiparabola;con elevazione maggiore o minore dell ' elevazione della semiparabola db , [ elevazione fatta ] secondo la tangente ad;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;per [descrivere] la semiparabola db che per [descrivere] qualsiasi altra semiparabola con elevazione maggiore o minore dell ' elevazione della;semiparabola;db , [ elevazione fatta ] secondo la tangente ad , che forma sopra l ' orizzonte un angolo semiretto;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;d vengono lanciati proietti con un medesimo impeto , ma secondo differenti elevazioni , la proiezione massima , ossia la;semiparabola;o parabola intera di massima ampiezza , sarà quella che verrà fatta con l ' elevazione di mezzo angolo retto;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;sublimità sono tra di loro inversamente proporzionali . TEOREMA . PROPOSIZIONE 10 L ' impeto o momento di una qualsiasi;semiparabola;è eguale al momento di un mobile , che cada naturalmente secondo una perpendicolare all ' orizzonte , la quale;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;perpendicolare all ' orizzonte , la quale sia lunga quanto la linea composta dalla sublimità e dall ' altezza della;semiparabola;. COROLLARIO Da ciò risulta che sono tra loro eguali gli impeti di tutte le semiparabole , in ciascuna delle;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;sublimità è sempre la medesima . PROBLEMA . PROPOSIZIONE 11 Dati l ' impeto e l ' ampiezza di una;semiparabola;, trovare l ' altezza . PROBLEMA . PROPOSIZIONE 12 Calcolare e ordinare in una tavola le ampiezze di tutte;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;ampiezza . Le otterremo tutte per mezzo di un facile procedimento , infatti , posto che l ' ampiezza della;semiparabola;sia sempre di 10.000 parti , la metà della tangente darà , di un qualunque grado di elevazione , la;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;tangente darà , di un qualunque grado di elevazione , la rispettiva altezza . Come , ad esempio , nella;semiparabola;, la cui elevazione sia di 30 gradi , e la cui ampiezza sia - come si è posto -;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;, ricaveremo la sublimità in questo modo . Poichè si è dimostrato che la metà dell ' ampiezza di una;semiparabola;è media proporzionale tra l ' altezza e la sublimità , essendosi già trovata l ' altezza ed essendo la;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;ampiezza cercata . E ciò appare manifesto dal precedente [corollario] . TEOREMA . PROPOSIZIONE 7 Fra i proietti che descrivono;semiparabole;di eguale ampiezza , si richiede minor impeto in quello che descrive quella [parabola] la cui ampiezza è doppia della;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;dall ' altezza della semiparabola . COROLLARIO Da ciò risulta che sono tra loro eguali gli impeti di tutte le;semiparabole;, in ciascuna delle quali la somma dell ' altezza con la [rispettiva] sublimità è sempre la medesima . PROBLEMA;non_ev
